year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,4286,Interstate Logistics,moveinterstate.com,1/1/11,5801 Rolling Road ,Springfield,VA,22152,5.1 million,61,25,Logistics & Transportation,5126333
2017,4663,Tribridge,tribridge.com,1/1/98,4830 West Kennedy Blvd. Suite 890,Tampa,FL,33609,167.4 million,50,800,IT Services,167379268
2017,2680,Avella Specialty Pharmacy,avella.com,1/1/96,24416 N 19th Ave ,Phoenix,AZ,85085,1.3 billion,129,510,Health,1293891865
2017,4888,Modern Technology Solutions,mtsi-va.com,1/1/93,5285 Shawnee Road Suite 400,Alexandria,VA,22312,157 million,44,746,Engineering,156980626
2017,3708,Prosek Partners,prosek.com,1/1/95,105 Madison Ave 105 Madison Ave,New York City,NY,10016,31.5 million,81,127,Advertising & Marketing,31488300
2017,4393,Centric Consulting,centricconsulting.com,1/1/99,1215 Lyons Rd Bldg F ,Dayton,OH,45458,123.9 million,58,702,IT Services,123910027
2017,4328,CapTech Ventures,captechconsulting.com,1/1/97,7100 Forest Avenue Suite 100,Richmond,VA,23226,125.8 million,60,675,IT Services,125793984
2017,4004,HRST,hrstinc.com,1/1/98,6557 City West Parkway 6557 City West Parkway,Eden Prairie,MN,55344,15.1 million,70,49,Energy,15133293
2017,3667,Paycor,paycor.com,1/1/90,4811 Montgomery Rd. ,Cincinnati,OH,45212,188.4 million,83,1668,Human Resources,188442675
2017,3216,Cobb Pediatric Therapy Services,cobbpediatric.com,1/1/89,1925 Vaughn Road Suite 200,Kennesaw,GA,30144,23.2 million,101,380,Health,23206220
2017,4062,Ticket Alternative,ticketalternative.com,1/1/04,1206 Spring St NW ,Atlanta,GA,30309,21.5 million,68,38,Consumer Products & Services,21549632
2017,3525,KeyMark,keymarkinc.com,1/1/96,105 Tech Lane ,Liberty,SC,29657,31.9 million,88,117,Software,31870508
2017,4733,Capital TechSearch,capitaltechsearch.com,1/1/01,6800 Paragon Place Suite 100,Richmond,VA,23230,4.2 million,48,34,IT Services,4226665
2017,2542,TechSource,techsource-inc.com,1/1/97,1475 Central Avenue Suite 250,Los Alamos,NM,87544,32.7 million,139,190,Engineering,32665530
2017,4528,G&A Partners,gnapartners.com,1/1/95,17220 Katy Fwy Suite 350,Houston,TX,77094,1.3 billion,54,271,Human Resources,1278620444
2017,3663,TiER1,tier1performance.com,1/1/02,100 E Rivercenter Drive Suite 100,Covington,KY,41011,24.5 million,83,168,Business Products & Services,24475917
2017,4822,Decimal,myubiquity.com,1/1/99,1160 Battery Street Suite 350,San Francisco,CA,94111,13.6 million,46,77,Financial Services,13595206
2017,4371,Wilen,wilennewyork.com,1/1/81,5 Wellwood Avenue ,Farmingdale,NY,11751,74.5 million,59,70,Advertising & Marketing,74541242
2017,3992,Program Productions,programproductions.com,1/1/95,2050 Finley Road Suite 80,Lombard,IL,60148,47.6 million,71,5000,Media,47608457
2017,4751,HealthHelp,healthhelp.com,1/1/99,16945 Northchase Drive Suite 1300,Houston,TX,77060,58.3 million,47,401,Health,58322421
2017,2962,Cherokee Enterprises,cherokeecorp.com,1/1/99,14474 Commerce Way ,Miami Lakes,FL,33016,26.8 million,113,73,Environmental Services,26797866
2017,3364,Whiteriver Construction,whiteriverconstruction.com,1/1/94,5805 Wagon Wheel Lane ,Lakeside,AZ,85929,21.4 million,95,28,Government Services,21400000
2017,3783,Jarrett Logistics Systems,jarrettlogistics.com,1/1/99,1347 N Main St ,Orrville,OH,44667,69.1 million,78,85,Logistics & Transportation,69087954
2017,3937,SnapCab,snapcab.com,1/1/96,175 Titus Ave Suite 200 ,Warrington,PA,18976,17.4 million,73,70,Manufacturing,17384048
2017,4405,Lightwell,http://lightwellinc.com,1/1/98,565 Metro Place S Suite 220,Dublin,OH,43017,39.7 million,58,155,IT Services,39713000
2017,3862,Sharon Young,sharonyounginc.com,1/1/84,10367 Brockwood Road ,Dallas,TX,75238,60.7 million,75,125,Consumer Products & Services,60690722
2017,3453,HazTek,haztekinc.com,1/1/97,143 Medford-Mt. Holly Road ,Medford,NJ,08055,20.6 million,91,193,Construction,20611265
2017,4753,Corporate United,corporateunited.com,1/1/97,810 Sharon Drive Suite 127,Westlake,OH,44145,15.2 million,47,52,Business Products & Services,15179000
2017,4985,Alpha Imaging,alpha-imaging.com,1/1/87,4455 Glenbrook Road ,Willoughby,OH,44094,88.3 million,41,89,Health,88298712
2017,4449,Sutherland Global Services,sutherlandglobal.com,1/1/86,1600 Pittsford-Victor Road ,Pittsford,NY,14534,1.2 billion,56,38000,Business Products & Services,1205000000
2017,4493,Vision Technologies,visiontech.biz,1/1/00,"530 McCormick Dr., Suite G ",Glen Burnie,MD,21061,105.6 million,55,452,IT Services,105560500
2017,3237,Cumberland Consulting Group,cumberlandcg.com,1/1/04,720 Cool Springs Boulevard Suite 550,Franklin,TN,37067,80.5 million,100,390,IT Services,80503000
2017,4658,ImageSoft,imagesoftinc.com,1/1/96,25900 W. 11 Mile Rd Suite 100,Southfield,MI,48034,22.9 million,50,105,Business Products & Services,22939666
2017,4960,The Royalty Network,roynet.com,1/1/94,224 West 30th Street Suite 1007,New York City,NY,10001,7.5 million,42,14,Media,7519666
2017,4242,ERGOS Technology Partners,ergos.com,1/1/97,3831 Golf Drive ,Houston,TX,77018,21.2 million,62,185,IT Services,21233191
2017,4183,Sunshine Rentals,housewarerentals.com,1/1/86,985 Park Center Dr ,Vista,CA,92081,3.9 million,64,47,Travel & Hospitality,3929963
2017,4962,Integrated Project Management Company,ipmcinc.com,1/1/88,200 S. Frontage Road Suite 220,Burr Ridge,IL,60527,32.6 million,41,156,Business Products & Services,32635201
2017,2928,V-Soft Consulting Group,vsoftconsulting.com,1/1/97,101 Bullitt Lane Suite 205,Louisville,KY,40222,92.2 million,115,621,IT Services,92231464
2017,3762,Leader Bank,leaderbank.com,1/1/02,180 Massachusetts Avenue ,Arlington,MA,02474,66.5 million,79,276,Financial Services,66482000
2017,4149,Uckele Health & Nutrition,uckelecorp.com,1/1/62,5600 Silberhorn Hwy Box 160,Blissfield,MI,49228,34.3 million,65,136,Manufacturing,34271032
2017,4620,Net@Work,netatwork.com,1/1/96,575 8th ave ,New York City,NY,10018,47.4 million,51,185,IT Services,47417000
2017,4446,Quantum Health,quantum-health.com,1/1/99,7450 Huntington Park Drive ,Columbus,OH,43235,62.7 million,56,586,Health,62710315
2017,4717,NovaCopy,novacopy.com,1/1/98,1 Vantage Way Suite B-105,Nashville,TN,37228,74.1 million,48,317,Business Products & Services,74086691
2017,4514,Nowcom,nowcom.com,1/1/96,4751 Wilshire Blvd. #205 ,Los Angeles,CA,90010,56.1 million,55,133,Financial Services,56106620
2017,4268,The Douglas Company,douglascomapny.com,1/1/76,1716 Perrysburg Holland Road ,Holland,OH,43528,105.5 million,62,85,Construction,105456605
2017,2637,Lyons Consulting Group,lyonscg.com,1/1/03,20 North Wacker Drive Suite 1750,Chicago,IL,60606,45.4 million,132,241,Business Products & Services,45414000
2017,3199,49er Communications,bendixkingradios.com,1/1/97,361 Railroad Ave ,Nevada City,CA,95959,4.8 million,102,5,Telecommunications,4816765
2017,4732,Shawmut Design and Construction,shawmut.com,1/1/82,560 Harrison Avenue ,Boston,MA,02118,1.3 billion,48,1237,Construction,1310726000
2017,4760,Transfinder,transfinder.com,1/1/88,440 State Street ,Schenectady,NY,12305,12.7 million,47,87,Software,12650512
2017,3784,Gotham Technology Group,gothamtg.com,1/1/01,1 Paragon Dr. Suite 200,Montvale,NJ,07645,116.5 million,78,110,IT Services,116505000
2017,3176,life safety engineered systems,lifesafetysecurity.com,1/1/94,60 Sonwil Drive ,Buffalo,NY,14225,15.6 million,103,85,Security,15646055
2017,2780,One Stop Systems,onestopsystems.com,1/1/98,2235 Enterprise Street 2235 Enterprise Street,Escondido,CA,92029,18.9 million,123,65,Computer Hardware,18936117
2017,3918,Pragmatic Marketing,pragmaticmarketing.com,1/1/93,8960 E. Raintree ,Scottsdale,AZ,85260,21.2 million,74,41,Business Products & Services,21155688
2017,4112,Mankin Media Systems,mankinmedia.com,1/1/01,129 Confederate Dr ,Franklin,TN,37064,10 million,66,28,Media,10045500
2017,4852,Superior Support Resources,ssr-online.com,1/1/96,405 N. Calhoun Road Suite 200,Brookfield,WI,53005,10.2 million,45,46,IT Services,10187745
2017,3640,Employment Screening Services,es2.com,1/1/94,2500 Southlake Park ,Birmingham,AL,35244,22.8 million,84,103,Human Resources,22787948
2017,3082,AccruePartners,accruepartners.com,1/1/02,1000 W Morehead Street Suite 200,Charlotte,NC,28208,28.4 million,107,47,Human Resources,28385909
2017,3866,ImageMEDIA.com,imagemedia.com,1/1/98,425 East Spruce Street ,Tarpon Springs,FL,34689,7.4 million,75,33,Advertising & Marketing,7372688
2017,4178,Innovative Enterprises,knowthefacts.com,1/1/96,11824 Fishing Point Drive Suite B,Newport News,VA,23606,13.4 million,64,42,Business Products & Services,13353157
2017,4847,Staffpay,emplicity.com,1/1/95,9851 Irvine Center Drive ,Irvine,CA,92618,163.2 million,45,38,Human Resources,163234020
2017,4662,Towne Park,townepark.com,1/1/88,One Park Place Suite 200 ,Annapolis,MD,21401,301.4 million,50,11600,Travel & Hospitality,301440907
2017,4295,WorkSmart,worksmart.com,1/1/00,100 Meredith Drive Suite 200,Durham,NC,27713,11.6 million,61,72,IT Services,11611480
2017,3714,professional concessions,professionalconcessions.com,1/1/86,9067 southern blvd ,west palm beach,FL,33411,11.7 million,81,280,Food & Beverage,11742074
2017,4881,NEUTECH Packaging Systems,neutechpackaging.com,1/1/03,2049 Mercer Rd ,Lexington,KY,40511,5.5 million,44,6,Business Products & Services,5457028
2017,4399,Double Good,doublegood.com,1/1/98,16w030 83rd street ,Burr Ridge,IL,60527,11.5 million,58,42,Food & Beverage,11522797
2017,2339,CIO Partners,ciopartners.com,1/1/01,2840 Johnson Ferry Road Suite 250,Marietta,GA,30062,2.1 million,155,15,Human Resources,2120166
2017,3080,Freight Tec Management Group,freight-tec.com,1/1/97,PO Box 1349 ,Bountiful,UT,84011,42.8 million,107,16,Logistics & Transportation,42848523
2017,3552,Pathfinders,pathfindersinc.net,1/1/97,308. West Lancaster Ave. ,Wayne,PA,19087,10 million,87,30,Human Resources,9965535
2017,4119,Prestige Staffing,prestigestaffing.com,1/1/99,8010 Roswell Road Suite 330,Atlanta,GA,30350,33 million,66,93,Human Resources,32991661
2017,3527,Tellennium,tellennium.com,1/1/99,9050 Highway 44 E PO Box 724,Louisville,KY,40047,37.7 million,88,34,Telecommunications,37745568
2017,1014,SMP Pharmacy Solutions,smppharmacy.com,1/1/03,6050 South Dixie Highway ,Miami,FL,33143,118.7 million,428,118,Health,118652679
2017,4532,Service Express,seiservice.com,1/1/86,3854 Broadmoor Ave. ,Grand Rapids,MI,49512,70.4 million,54,327,IT Services,70397901
2017,4098,Xcentric,xcentric.com,1/1/02,11560 Great Oaks Way Suite 400,Alpharetta,GA,30022,15.2 million,67,104,IT Services,15192763
2017,4726,Statera,statera.com,1/1/01,6501 E. Belleview Avenue Suite 300,Englewood,CO,80111,24.6 million,48,150,IT Services,24601837
2017,3967,Apex Revenue Technologies,apexrevtech.com,1/1/95,100 South Owasso Blvd West 100 South Owasso Blvd West,St. Paul,MN,55117,78.8 million,72,175,Business Products & Services,78753000
2017,4450,LaSalle Network,thelasallenetwork.com,1/1/98,200 N. LaSalle St. Suite 2500,Chicago,IL,60601,55.5 million,56,170,Human Resources,55523197
2017,4673,CommCreative,http://commcreative.com,1/1/91,75 Fountain Street ,Framingham,MA,01702,7.8 million,50,31,Advertising & Marketing,7788874
2017,3578,ImagineSoftware,imagineteam.com,1/1/00,8757 Red Oak Blvd ,Charlotte,NC,28217,23 million,86,116,Health,22996817
2017,3089,CyraCom,cyracom.com,1/1/95,5780 N Swan Road ,Tucson,AZ,85718,127.9 million,107,2250,Business Products & Services,127931000
2017,2272,Plasticard Locktech International,plicards.com,1/1/88,605 Sweeten Creek Industrial Pk ,Asheville,NC,28803,116.1 million,160,994,Business Products & Services,116122885
2017,3350,MedRisk,medrisknet.com,1/1/94,2701 Renaissance Blvd. ,King of Prussia,PA,19406,439.2 million,95,727,Insurance,439209579
2017,1812,Myriad Supply,myriadsupply.com,1/1/03,22 West 19th Street Floor 4,New York City,NY,10011,118.7 million,213,106,Computer Hardware,118722000
2017,2281,Taradel,taradel.com,1/1/03,4805 Lake Brook Dr Suite 140,Glen Allen,VA,23060,17.6 million,159,32,Advertising & Marketing,17620511
2017,3318,Americollect,americollect.com,1/1/64,1851 S. Alverno Rd Po Box 1566,Manitowoc,WI,54220,21.7 million,96,250,Business Products & Services,21659317
2017,4988,QED National,qednational.com,1/1/93,350 Seventh Avenue 10th Floor,New York City,NY,10001,12.8 million,41,109,IT Services,12752940
2017,4073,Pacific Dental Services,pacificdentalservices.com,1/1/94,17000 Red Hill Ave. ,Irvine,CA,92614,1 billion,68,7939,Health,1046584000
2017,3792,ALL4,all4inc.com,1/1/02,2393 Kimberton Road P.O. Box 299,Kimberton,PA,19442,8.8 million,78,57,Environmental Services,8841855
2017,3386,Nexcom,gonexcom.com,1/1/01,1927 S. Tryon St. Suite 107 1927 S. Tryon St. Suite 107,Charlotte,NC,28204,6.1 million,94,37,IT Services,6147284
2017,4559,FairCode Associates,faircode.com,1/1/01,88 Madagascar Court ,Marco Island,FL,34145,8.8 million,53,71,Health,8811895
2017,2675,DTI,dtiglobal.com,1/1/98,2 Ravinia Dr NE Suite 850,Atlanta,GA,30346,591.5 million,130,4399,Business Products & Services,591504000
2017,4259,Signature HealthCARE,ltcrevolution.com,1/1/07,12201 Bluegrass Pkwy ,Louisville,KY,40299,1.2 billion,62,18314,Health,1190445195
2017,4225,SofterWare,softerware.com,1/1/81,601 Office Center Drive Suite 200,Fort Washington,PA,19034,54 million,63,210,Software,54011302
2017,3701,Accucode,accucode.com,1/1/95,6886 S. Yosemite St ,Centennial,CO,80112,44.1 million,81,86,IT Services,44102156
2017,4650,Sharper Impressions Painting,sharperimpressionspainting.com,1/1/01,7801 Corporate Blvd Suite D,Plain City,OH,43064,5 million,50,10,Consumer Products & Services,5022797
2017,3013,CLICKAWAY,clickaway.com,1/1/02,457 East McGlincy Ln Suite #1,Campbell,CA,95008,42.8 million,110,212,Business Products & Services,42845068
2017,4133,All Copy Products,allcopyproducts.com,1/1/75,4141 Colorado Blvd. ,Denver,CO,80216,74.3 million,66,377,Business Products & Services,74269594
2017,2890,North Shore Pediatric Therapy,nspt4kids.com,1/1/99,950 Lee Street Suite#105 ,Des Plaines,IL,60016,13.2 million,117,220,Health,13170659
2017,4432,Dataprise,dataprise.com,1/1/95,9600 Blackwell Road 4th Floor,Rockville,MD,20850,42.7 million,57,293,IT Services,42720023
2017,3684,Jackson Design and Remodeling,jacksondesignandremodeling.com,1/1/89,4797 Mercury Street 4797 Mercury Street,San Diego,CA,92111,18.2 million,82,62,Construction,18246163
2017,4909,InVision Communications,iv.com,1/1/91,1280 CIVIC DR 3RD FL,WALNUT CREEK,CA,94596,69.6 million,43,127,Business Products & Services,69566202
2017,4941,Applied Control Engineering,ace-net.com,1/1/91,700 Creek View Road ,Newark,DE,19711,22.2 million,42,133,Engineering,22198960
2017,3806,Kerusso,kerusso.com,1/1/89,402 HIGHWAY 62 SPUR ,Berryville,AR,72616,22.6 million,77,126,Consumer Products & Services,22647832
2017,4681,W.S. Darley & Co.,darley.com,1/1/08,325 Spring Lake Drive ,Itasca,IL,60143,184.9 million,50,226,Manufacturing,184857405
2017,2695,Call Experts,callexperts.com,1/1/82,1591 Savannah Hwy ,Charleston,SC,29407,7.9 million,129,200,Telecommunications,7877139
2017,4297,The Garland Company,garlandco.com,1895-01-01,3800 E. 91st Street ,Cleveland,OH,44105,479.2 million,61,800,Manufacturing,479163389
2017,4177,Arora Engineers,aroraengineers.com,1/1/86,61 Wilmington-West Chester Pike ,Chadds Ford,PA,19317,19.9 million,64,122,Engineering,19915744
2017,3617,HumCap,humcapinc.com,1/1/02,5401 Village Creek Drive ,Plano,TX,75093,4.8 million,85,54,Human Resources,4754141
2017,654,Ventech Solutions,ventechsolutions.com,1/1/01,8425 Pulsar Place Suite 300 8425 Pulsar Place Suite 300,Columbus,OH,43240,117.4 million,695,375,IT Services,117378961
2017,3616,@properties,atproperties.com,1/1/00,212 E.Ohio Street Suite 200,Chicago,IL,60611,228.7 million,85,146,Real Estate,228694169
2017,4269,Pro Mach,promachinc.com,1/1/98,50 East RiverCenter Blvd. Suite 1800,Covington,KY,41011,628.7 million,61,2464,Manufacturing,628742000
2017,4926,Cases By Source,casesbysource.com,1/1/85,215 Island Road ,Mahwah,NJ,07430,10.3 million,43,22,Manufacturing,10348953
2017,4415,Insurance Office of America,ioausa.com,1/1/88,1855 W State Road 434 ,Longwood,FL,32750,180.9 million,58,1061,Insurance,180851291
2017,2968,Avalon Document Services,teamavalon.com,1/1/00,901 North State St ,Syracuse,NY,13208,13.2 million,113,130,Business Products & Services,13172439
2017,4539,Four Hands,fourhands.com,1/1/96,2090 Woodward Street ,Austin,TX,78744,133.4 million,54,141,Consumer Products & Services,133383906
2017,3805,Barrett Distribution Centers,http://barrettdistribution.com,1/1/41,15 Freedom Way ,Franklin,MA,02038,70 million,77,387,Logistics & Transportation,70041615
2017,4827,DataServ,dataserv.com,1/1/94,1630 Des Peres Road Suite 301,St. Louis,MO,63131,6.6 million,46,61,IT Services,6554602
2017,4544,Century Service Affiliates,mycasebuilder.com,1/1/86,510 E 31st St ,Paterson,NJ,07504,5.4 million,54,35,Manufacturing,5418973
2017,3389,Innovative Office Solutions,innovativeos.com,1/1/01,151 Cliff Road East ,Burnsville,MN,55337,104.7 million,94,213,Business Products & Services,104670074
2017,4577,Loffler Companies,loffler.com,1/1/86,1101 E 78th St. ,Bloomington,MN,55420,103.9 million,53,482,Business Products & Services,103874864
2017,3076,Access Worldwide,accessworldwide.net,1/1/99,"76 Southwoods Pkwy, Suite 110 ",Atlanta,GA,30354,7.6 million,107,20,Logistics & Transportation,7646456
2017,4569,TrueNorth (Iowa),truenorthcompanies.com,1/1/01,500 1st St. SE ,Cedar Rapids,IA,52401,64.5 million,53,295,Insurance,64475242
2017,4884,Cell Business Equipment,cbeofficesolutions.com,1/1/93,4A Mason ,Irvine,CA,92618,36.3 million,44,130,Business Products & Services,36288013
2017,4872,Deb Construction,debconstructions.com,1/1/75,2230 E. Winston Road ,Anaheim,CA,92806,52.8 million,44,71,Construction,52757843
2017,2392,Rincon Consultants,rinconconsultants.com,1/1/94,180 North Ashwood Ave ,Ventura,CA,93003,29.5 million,151,196,Environmental Services,29502327
2017,3997,Cold Jet,coldjet.com,1/1/86,455 Wards Corner Road ,Loveland,OH,45140,67.3 million,71,217,Manufacturing,67250928
2017,3269,Premier Staffing,pstaffing.com,1/1/98,353 Sacramento St Suite 1800,San Francisco,CA,94111,37.6 million,98,72,Human Resources,37636000
2017,2485,Comprehensive Energy Services,cesmechanical.com,1/1/92,777 Bennett Drive ,Longwood,FL,32750,48 million,143,282,Construction,48013352
2017,3608,Hire Dynamics,"hiredynamics,com",1/1/01,1845 Satellite Boulevard Suite 800,Duluth,GA,30097,121.1 million,85,138,Human Resources,121059356
2017,4362,Nicolet Plastics,nicoletplastics.com,1/1/86,16685 State Road 32 ,Mountain,WI,54149,14 million,59,85,Manufacturing,13974313
2017,4694,Hardy Diagnostics,hardydiagnostics.com,1/1/80,1430 W McCoy Lane ,Santa Maria,CA,93455,49.1 million,49,329,Health,49105705
2017,3942,Katom Restaurant Supply,katom.com,1/1/92,305 KaTom Drive ,Kodak,TN,37764,100.4 million,73,117,Food & Beverage,100444765
2017,4339,Sullivan,sullivannyc.com,1/1/90,450 W 14th Street 12th Floor,New York City,NY,10014,17.6 million,60,64,Advertising & Marketing,17608206
2017,4106,Pacific Market International/PMI,pmi-worldwide.com,1/1/83,2401 Elliott Ave ,Seattle,WA,98121,260.5 million,67,807,Construction,260458041
2017,4929,Liberty Pumps,libertypumps.com,1/1/65,7000 Apple Tree Ave ,Bergen,NY,14416,106.5 million,43,190,Manufacturing,106469000
2017,4759,ASSOCIATED,associated-solutions.com,1/1/60,133 North Swift Road ,Addison,IL,60101,217.5 million,47,459,Business Products & Services,217485730
